Problem 1: makespan = 76
Problem 2: makespan = 76
Problem 3: makespan = 62
Problem 4: makespan = 76
Problem 5: makespan = 68
Problem 6: makespan = 75
Problem 7: makespan = 70
Problem 8: makespan = 76
Problem 9: makespan = 75
Problem 10: makespan = 68
Problem 11: makespan = 79
Problem 12: makespan = 69
Problem 13: makespan = 61
Problem 14: makespan = 73
Problem 15: makespan = 70
Problem 16: makespan = 69
Problem 17: makespan = 71
Problem 18: makespan = 78
Problem 19: makespan = 68
Problem 20: makespan = 75
Problem 21: makespan = 74
Problem 22: makespan = 71
Problem 23: makespan = 75
Problem 24: makespan = 71
Problem 25: makespan = 64
Problem 26: makespan = 69
Problem 27: makespan = 80
Problem 28: makespan = 76
Problem 29: makespan = 71
Problem 30: makespan = 71
Problem 31: makespan = 77
Problem 32: makespan = 78
Problem 33: makespan = 68
Problem 34: makespan = 62
Problem 35: makespan = 78
Problem 36: makespan = 78
Problem 37: makespan = 74
Problem 38: makespan = 70
Problem 39: makespan = 70
Problem 40: makespan = 71
Problem 41: makespan = 76
Problem 42: makespan = 74
Problem 43: makespan = 75
Problem 44: makespan = 71
Problem 45: makespan = 74
Problem 46: makespan = 68
Problem 47: makespan = 76
Problem 48: makespan = 75
Problem 49: makespan = 73
Problem 50: makespan = 74
Problem 51: makespan = 76
Problem 52: makespan = 67
Problem 53: makespan = 67
Problem 54: makespan = 71
Problem 55: makespan = 69
Problem 56: makespan = 71
Problem 57: makespan = 61
Problem 58: makespan = 78
Problem 59: makespan = 80
Problem 60: makespan = 70
Problem 61: makespan = 67
Problem 62: makespan = 71
Problem 63: makespan = 74
Problem 64: makespan = 69
Problem 65: makespan = 69
Problem 66: makespan = 70
Problem 67: makespan = 81
Problem 68: makespan = 71
Problem 69: makespan = 68
Problem 70: makespan = 74
Problem 71: makespan = 79
Problem 72: makespan = 69
Problem 73: makespan = 74
Problem 74: makespan = 63
Problem 75: makespan = 68
Problem 76: makespan = 75
Problem 77: makespan = 77
Problem 78: makespan = 74
Problem 79: makespan = 77
Problem 80: makespan = 68
Problem 81: makespan = 71
Problem 82: makespan = 75
Problem 83: makespan = 69
Problem 84: makespan = 82
Problem 85: makespan = 69
Problem 86: makespan = 70
Problem 87: makespan = 75
Problem 88: makespan = 78
Problem 89: makespan = 73
Problem 90: makespan = 73
Problem 91: makespan = 63
Problem 92: makespan = 73
Problem 93: makespan = 76
Problem 94: makespan = 74
Problem 95: makespan = 75
Problem 96: makespan = 72
Problem 97: makespan = 74
Problem 98: makespan = 76
Problem 99: makespan = 78
Problem 100: makespan = 81
