Problem 1: makespan = 78
Problem 2: makespan = 69
Problem 3: makespan = 76
Problem 4: makespan = 74
Problem 5: makespan = 68
Problem 6: makespan = 77
Problem 7: makespan = 70
Problem 8: makespan = 79
Problem 9: makespan = 78
Problem 10: makespan = 69
Problem 11: makespan = 79
Problem 12: makespan = 72
Problem 13: makespan = 72
Problem 14: makespan = 71
Problem 15: makespan = 70
Problem 16: makespan = 74
Problem 17: makespan = 71
Problem 18: makespan = 78
Problem 19: makespan = 76
Problem 20: makespan = 72
Problem 21: makespan = 71
Problem 22: makespan = 79
Problem 23: makespan = 74
Problem 24: makespan = 69
Problem 25: makespan = 79
Problem 26: makespan = 72
Problem 27: makespan = 72
Problem 28: makespan = 69
Problem 29: makespan = 70
Problem 30: makespan = 71
Problem 31: makespan = 68
Problem 32: makespan = 72
Problem 33: makespan = 75
Problem 34: makespan = 71
Problem 35: makespan = 74
Problem 36: makespan = 76
Problem 37: makespan = 73
Problem 38: makespan = 70
Problem 39: makespan = 68
Problem 40: makespan = 73
Problem 41: makespan = 73
Problem 42: makespan = 75
Problem 43: makespan = 75
Problem 44: makespan = 71
Problem 45: makespan = 69
Problem 46: makespan = 72
Problem 47: makespan = 76
Problem 48: makespan = 74
Problem 49: makespan = 73
Problem 50: makespan = 74
Problem 51: makespan = 76
Problem 52: makespan = 65
Problem 53: makespan = 74
Problem 54: makespan = 66
Problem 55: makespan = 79
Problem 56: makespan = 73
Problem 57: makespan = 75
Problem 58: makespan = 72
Problem 59: makespan = 80
Problem 60: makespan = 70
Problem 61: makespan = 71
Problem 62: makespan = 74
Problem 63: makespan = 74
Problem 64: makespan = 70
Problem 65: makespan = 64
Problem 66: makespan = 77
Problem 67: makespan = 81
Problem 68: makespan = 71
Problem 69: makespan = 72
Problem 70: makespan = 75
Problem 71: makespan = 71
Problem 72: makespan = 80
Problem 73: makespan = 74
Problem 74: makespan = 69
Problem 75: makespan = 75
Problem 76: makespan = 71
Problem 77: makespan = 71
Problem 78: makespan = 74
Problem 79: makespan = 77
Problem 80: makespan = 68
Problem 81: makespan = 71
Problem 82: makespan = 77
Problem 83: makespan = 69
Problem 84: makespan = 82
Problem 85: makespan = 69
Problem 86: makespan = 78
Problem 87: makespan = 75
Problem 88: makespan = 77
Problem 89: makespan = 70
Problem 90: makespan = 70
Problem 91: makespan = 80
Problem 92: makespan = 74
Problem 93: makespan = 76
Problem 94: makespan = 76
Problem 95: makespan = 57
Problem 96: makespan = 75
Problem 97: makespan = 74
Problem 98: makespan = 70
Problem 99: makespan = 77
Problem 100: makespan = 76
Problem 101: makespan = 75
Problem 102: makespan = 75
Problem 103: makespan = 82
Problem 104: makespan = 74
Problem 105: makespan = 76
Problem 106: makespan = 74
Problem 107: makespan = 73
Problem 108: makespan = 72
Problem 109: makespan = 72
Problem 110: makespan = 71
Problem 111: makespan = 74
Problem 112: makespan = 83
Problem 113: makespan = 76
Problem 114: makespan = 78
Problem 115: makespan = 79
Problem 116: makespan = 73
Problem 117: makespan = 70
Problem 118: makespan = 71
Problem 119: makespan = 69
Problem 120: makespan = 70
Problem 121: makespan = 75
Problem 122: makespan = 79
Problem 123: makespan = 69
Problem 124: makespan = 69
Problem 125: makespan = 74
Problem 126: makespan = 69
Problem 127: makespan = 72
Problem 128: makespan = 66
Problem 129: makespan = 70
Problem 130: makespan = 78
Problem 131: makespan = 77
Problem 132: makespan = 68
Problem 133: makespan = 78
Problem 134: makespan = 70
Problem 135: makespan = 74
Problem 136: makespan = 74
Problem 137: makespan = 74
Problem 138: makespan = 69
Problem 139: makespan = 76
Problem 140: makespan = 74
Problem 141: makespan = 74
Problem 142: makespan = 72
Problem 143: makespan = 74
Problem 144: makespan = 74
Problem 145: makespan = 78
Problem 146: makespan = 82
Problem 147: makespan = 77
Problem 148: makespan = 73
Problem 149: makespan = 73
Problem 150: makespan = 69
Problem 151: makespan = 69
Problem 152: makespan = 77
Problem 153: makespan = 80
Problem 154: makespan = 68
Problem 155: makespan = 72
Problem 156: makespan = 73
Problem 157: makespan = 74
Problem 158: makespan = 68
Problem 159: makespan = 70
Problem 160: makespan = 72
Problem 161: makespan = 75
Problem 162: makespan = 79
Problem 163: makespan = 77
Problem 164: makespan = 70
Problem 165: makespan = 76
Problem 166: makespan = 70
Problem 167: makespan = 78
Problem 168: makespan = 73
Problem 169: makespan = 69
Problem 170: makespan = 67
Problem 171: makespan = 74
Problem 172: makespan = 66
Problem 173: makespan = 72
Problem 174: makespan = 73
Problem 175: makespan = 70
Problem 176: makespan = 70
Problem 177: makespan = 74
Problem 178: makespan = 66
Problem 179: makespan = 71
Problem 180: makespan = 73
Problem 181: makespan = 75
Problem 182: makespan = 76
Problem 183: makespan = 76
Problem 184: makespan = 55
Problem 185: makespan = 78
Problem 186: makespan = 76
Problem 187: makespan = 77
Problem 188: makespan = 80
Problem 189: makespan = 71
Problem 190: makespan = 73
Problem 191: makespan = 75
Problem 192: makespan = 88
Problem 193: makespan = 69
Problem 194: makespan = 64
Problem 195: makespan = 75
Problem 196: makespan = 76
Problem 197: makespan = 77
Problem 198: makespan = 74
Problem 199: makespan = 74
Problem 200: makespan = 75
